total_score,chip_score,left_side_score,bollinger_score,granville_score,reasons,stock_id,market,price,kd_k,kd_d,bias_60,boll_bandwidth,boll_position,granville_signal,left_side_applicable,left_side_pullback_pct,left_side_typical_pullback_pct,name,industry,avg_volume_lots,avg_turnover
63.5,27.5,14.0,10.1,12.0,"['千張大戶持股比例近2週變化 -0.89 個百分點', '股東人數近2週變化 -2.22%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 8,717 張（約當期成交量 16.1%）', '近26個交易日融資餘額變化 +4.62%（下降代表籌碼較乾淨）', '近120個交易日內量增創高567.00元（49日前），目前拉回4.8%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約13.0%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬10.8%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",3034,TWSE,540.0,59.885273914596816,58.84832124193823,4.4167646916643895,0.10779167586504902,middle,buy_support,True,4.761904761904762,12.967914438502675,聯詠,半導體業,3862.3,2077929358.0
63.0,41.0,0.0,10.1,12.0,"['千張大戶持股比例近2週變化 +1.71 個百分點', '股東人數近2週變化 -5.24%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 43,703 張（約當期成交量 1.8%）', '近26個交易日融資餘額變化 -17.51%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬16.4%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",2344,TWSE,182.5,55.61192957547807,54.50226314038127,4.559560754356654,0.16425891247838748,middle,buy_support,False,17.792792792792792,22.30769230769231,華邦電,半導體業,170047.8,30044385654.0
61.5,27.5,12.0,10.1,12.0,"['千張大戶持股比例近2週變化 -0.86 個百分點', '股東人數近2週變化 +1.22%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 149,651 張（約當期成交量 4.6%）', '近26個交易日融資餘額變化 -16.29%（下降代表籌碼較乾淨）', '近120個交易日內量增創高88.70元（64日前），目前拉回17.7%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約24.2%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬23.5%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",6770,TWSE,73.0,54.17038098270437,50.781653734734874,5.0120476150517055,0.2347224927939267,middle,buy_support,True,17.70011273957159,24.210526315789473,力積電,半導體業,234392.5,16538926587.0
61.5,40.0,8.0,6.0,7.5,"['千張大戶持股比例近2週變化 +4.45 個百分點', '股東人數近2週變化 -4.26%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 167,379 張（約當期成交量 14.5%）', '近26個交易日融資餘額變化 +17.32%（下降代表籌碼較乾淨）', '近120個交易日內量增創高64.50元（5日前），目前拉回7.8%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約31.6%', '布林型態中性，無明顯訊號（帶寬34.9%, 型態=wide, 位置=middle, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",2609,TWSE,59.5,60.34027294626672,67.33422028794857,13.046231792273591,0.3494752740786286,middle,neutral,True,7.751937984496124,31.64556962025317,陽明,航運業,82498.0,4916660523.0
60.5,41.0,0.0,7.5,12.0,"['千張大戶持股比例近2週變化 +0.02 個百分點', '股東人數近2週變化 -0.28%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 16,720 張（約當期成交量 5.4%）', '近26個交易日融資餘額變化 -12.04%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林帶寬收縮、尚未開喇叭，屬盤整待變階段（帶寬4.5%, 型態=narrow, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",2330,TWSE,2405.0,63.937068281677185,62.41709221885648,0.8808724832214765,0.04513513073998419,middle,buy_support,False,4.183266932270916,6.247432336943126,台積電,半導體業,22022.2,52586622007.0
59.5,42.5,8.0,6.0,3.0,"['千張大戶持股比例近2週變化 +2.21 個百分點', '股東人數近2週變化 -3.09%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計買超 11,146 張（約當期成交量 13.9%）', '近26個交易日融資餘額變化 +7.44%（下降代表籌碼較乾淨）', '近120個交易日內量增創高1280.00元（61日前），目前拉回2.3%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約14.4%', '布林型態中性，無明顯訊號（帶寬26.5%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達20.9%，過度乖離 -> 葛蘭碧賣點③']",3324,TPEx,1250.0,70.01738091808514,55.330827867971834,25.691302161890395,0.26471080936742447,upper,sell_overbought,True,2.34375,14.380825565912117,雙鴻,其他電子類,3491.7,3731735378.0
59.0,50.0,0.0,6.0,3.0,"['千張大戶持股比例近2週變化 +2.24 個百分點', '股東人數近2週變化 -4.83%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 21,714 張（約當期成交量 4.7%）', '近26個交易日融資餘額變化 -12.61%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬23.3%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達14.1%，過度乖離 -> 葛蘭碧賣點③']",2313,TWSE,248.5,60.09169465652864,52.73452309872239,10.875627440044617,0.23315914708351343,upper,sell_overbought,False,16.750418760469014,18.01692865779928,華通,電子工業,33071.3,7386238413.0
59.0,17.0,20.0,10.1,12.0,"['千張大戶持股比例近2週變化 -0.95 個百分點', '股東人數近2週變化 +0.64%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計賣超 81,224 張（約當期成交量 -2.5%）', '近26個交易日融資餘額變化 -8.80%（下降代表籌碼較乾淨）', '近120個交易日內量增創高70.90元（46日前），目前拉回29.7%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約16.8%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬16.4%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",3481,TWSE,49.85,24.304208777542797,22.53456376466195,-7.493891689605037,0.16422448510339557,middle,buy_support,True,29.68970380818054,16.81681681681681,群創,光電業,234732.4,11423900870.0
59.0,40.0,10.0,6.0,3.0,"['千張大戶持股比例近2週變化 +4.39 個百分點', '股東人數近2週變化 -2.75%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 11,469 張（約當期成交量 9.7%）', '近26個交易日融資餘額變化 +20.32%（下降代表籌碼較乾淨）', '近120個交易日內量增創高87.50元（49日前），目前拉回14.4%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約29.4%', '布林型態中性，無明顯訊號（帶寬27.8%, 型態=wide, 位置=upper, 開喇叭=否）', '月線上揚但乖離率達14.2%，過度乖離 -> 葛蘭碧賣點③']",6269,TWSE,74.9,55.358998449706284,47.99953611796431,15.224860263576215,0.27759341111561153,upper,sell_overbought,True,14.399999999999993,29.43143812709031,台郡,電子工業,8421.5,584266713.0
58.0,24.5,20.0,6.0,7.5,"['千張大戶持股比例近2週變化 -0.06 個百分點', '股東人數近2週變化 -1.36%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 19,752 張（約當期成交量 7.7%）', '近26個交易日融資餘額變化 +2.46%（下降代表籌碼較乾淨）', '近120個交易日內量增創高417.00元（61日前），目前拉回18.8%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約14.2%', '布林型態中性，無明顯訊號（帶寬15.3%, 型態=normal, 位置=upper, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",2382,TWSE,338.5,40.245495693571485,34.742991760497404,-1.6845774034272467,0.15256920956691175,upper,neutral,True,18.82494004796163,14.176829268292682,廣達,電子工業,18255.3,5875918919.0
