total_score,chip_score,left_side_score,bollinger_score,granville_score,reasons,stock_id,market,price,kd_k,kd_d,bias_60,boll_bandwidth,boll_position,granville_signal,left_side_applicable,left_side_pullback_pct,left_side_typical_pullback_pct,name,industry,avg_volume_lots,avg_turnover
89.0,44.0,20.0,10.1,15.0,"['千張大戶持股比例近2週變化 +1.64 個百分點', '股東人數近2週變化 -16.10%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 2,905 張（約當期成交量 6.3%）', '近24個交易日融資餘額變化 -35.18%（下降代表籌碼較乾淨）', '近120個交易日內量增創高2940.00元（62日前），目前拉回28.6%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約13.6%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬30.2%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚，股價向上突破月線 -> 葛蘭碧買點①']",3665,TWSE,2100.0,68.88096354889231,69.2312415823322,0.7113739908880259,0.3015098228914756,middle,buy_breakout,True,28.57142857142857,13.580246913580247,貿聯-KY,其他電子業,3275.6,6601827205.0
86.0,41.0,20.0,10.1,15.0,"['千張大戶持股比例近2週變化 +1.53 個百分點', '股東人數近2週變化 -3.35%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 39,168 張（約當期成交量 5.4%）', '近24個交易日融資餘額變化 -9.23%（下降代表籌碼較乾淨）', '近120個交易日內量增創高47.05元（40日前），目前拉回23.5%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約22.7%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬10.2%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價向上突破月線 -> 葛蘭碧買點①']",2324,TWSE,36.0,38.72306443411259,39.85461315466909,1.9998583335300852,0.10217979370158357,middle,buy_breakout,True,23.4856535600425,22.69861286254729,仁寶,電子工業,52196.0,1865663272.0
83.5,44.0,20.0,12.0,7.5,"['千張大戶持股比例近2週變化 +1.17 個百分點', '股東人數近2週變化 -10.01%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 2,764 張（約當期成交量 4.9%）', '近24個交易日融資餘額變化 -32.01%（下降代表籌碼較乾淨）', '近120個交易日內量增創高166.50元（5日前），目前拉回32.1%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約23.2%', '帶寬已大，三大法人買超，股價貼近下軌 -> 超跌轉機買點型態(範例4)（帶寬38.1%, 型態=wide, 位置=lower, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",6166,TWSE,113.0,53.07561216573359,64.03912786041447,-13.299232736572897,0.38132997926372747,lower,neutral,True,32.13213213213213,23.160173160173166,凌華,電子工業,3999.8,560684310.0
80.5,41.0,20.0,12.0,7.5,"['千張大戶持股比例近2週變化 +1.85 個百分點', '股東人數近2週變化 -1.27%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 9,124 張（約當期成交量 8.6%）', '近24個交易日融資餘額變化 -37.33%（下降代表籌碼較乾淨）', '近120個交易日內量增創高352.00元（18日前），目前拉回53.6%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約12.8%', '帶寬已大，三大法人買超，股價貼近下軌 -> 超跌轉機買點型態(範例4)（帶寬95.3%, 型態=wide, 位置=lower, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",8261,TWSE,163.5,23.41454024647623,32.500158728512346,-22.293952235732107,0.9529553735899785,lower,neutral,True,53.55113636363637,12.823397075365586,富鼎,半導體業,7591.8,2147030908.0
77.5,44.0,20.0,6.0,7.5,"['千張大戶持股比例近2週變化 +1.26 個百分點', '股東人數近2週變化 -4.25%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 3,590 張（約當期成交量 3.4%）', '近24個交易日融資餘額變化 -14.59%（下降代表籌碼較乾淨）', '近120個交易日內量增創高444.00元（47日前），目前拉回34.2%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約23.2%', '布林型態中性，無明顯訊號（帶寬32.7%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",2455,TWSE,292.0,17.147683811164395,21.016707850875285,-18.94330195007981,0.32738899635023555,middle,neutral,True,34.234234234234236,23.205128205128204,全新,通信網路業,7613.2,2416803397.0
74.5,41.0,20.0,6.0,7.5,"['千張大戶持股比例近2週變化 +0.29 個百分點', '股東人數近2週變化 -1.97%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 64,234 張（約當期成交量 28.0%）', '近24個交易日融資餘額變化 -72.54%（下降代表籌碼較乾淨）', '近120個交易日內量增創高112.50元（31日前），目前拉回6.7%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約6.1%', '布林型態中性，無明顯訊號（帶寬17.1%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",4904,TWSE,105.0,62.54103105478066,60.481728162715406,3.3718926901304425,0.17122746910244546,middle,neutral,True,6.666666666666667,6.083244397011742,遠傳,電子工業,16383.6,1663542805.0
73.5,34.0,20.0,12.0,7.5,"['千張大戶持股比例近2週變化 +1.58 個百分點', '股東人數近2週變化 +8.62%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 4,553 張（約當期成交量 3.3%）', '近24個交易日融資餘額變化 -17.70%（下降代表籌碼較乾淨）', '近120個交易日內量增創高1005.00元（15日前），目前拉回55.2%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約9.6%', '帶寬已大，三大法人買超，股價貼近下軌 -> 超跌轉機買點型態(範例4)（帶寬101.1%, 型態=wide, 位置=lower, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",3026,TWSE,450.0,30.29369631787937,40.44657389329116,-31.236470138800453,1.010657282452122,lower,neutral,True,55.223880597014926,9.623430962343097,禾伸堂,電子工業,9985.2,8317090305.0
71.5,50.0,8.0,6.0,7.5,"['千張大戶持股比例近2週變化 +2.98 個百分點', '股東人數近2週變化 -9.80%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 17,189 張（約當期成交量 7.5%）', '近24個交易日融資餘額變化 -20.93%（下降代表籌碼較乾淨）', '近120個交易日內量增創高155.00元（7日前），目前拉回8.4%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約30.8%', '布林型態中性，無明顯訊號（帶寬13.8%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",2377,TWSE,142.0,72.82798500993525,76.77477506833398,6.069094304388422,0.13750473106697503,middle,neutral,True,8.38709677419355,30.845771144278604,微星,電子工業,16319.8,2373449809.0
69.5,50.0,0.0,12.0,7.5,"['千張大戶持股比例近2週變化 +2.52 個百分點', '股東人數近2週變化 -2.60%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 16,126 張（約當期成交量 3.1%）', '近24個交易日融資餘額變化 -28.77%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '帶寬已大，三大法人買超，股價貼近下軌 -> 超跌轉機買點型態(範例4)（帶寬47.6%, 型態=wide, 位置=lower, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",2313,TWSE,169.0,6.499346873787893,8.199311158049643,-29.727294778058837,0.47624809473551644,lower,neutral,False,43.383584589614735,22.480620155038757,華通,電子工業,37250.8,7929914534.0
69.0,44.0,0.0,10.1,15.0,"['千張大戶持股比例近2週變化 +0.96 個百分點', '股東人數近2週變化 -11.39%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 2,192 張（約當期成交量 8.7%）', '近24個交易日融資餘額變化 -39.14%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬23.6%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚，股價向上突破月線 -> 葛蘭碧買點①']",6669,TWSE,5390.0,62.10284061184998,63.976851125159584,4.9863654070899885,0.23576127925158918,middle,buy_breakout,False,6.90846286701209,16.191709844559586,緯穎,電子工業,1793.6,9344833153.0
68.5,29.0,20.0,12.0,7.5,"['千張大戶持股比例近2週變化 -0.79 個百分點', '股東人數近2週變化 -0.59%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 443 張（約當期成交量 0.3%）', '近24個交易日融資餘額變化 -36.12%（下降代表籌碼較乾淨）', '近120個交易日內量增創高287.50元（21日前），目前拉回44.3%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約21.6%', '帶寬已大，三大法人買超，股價貼近下軌 -> 超跌轉機買點型態(範例4)（帶寬73.9%, 型態=wide, 位置=lower, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",6271,TWSE,160.0,8.194838071271391,11.480385588384822,-28.200142103885423,0.7389683289720376,lower,neutral,True,44.34782608695652,21.62916954221302,同欣電,電子工業,9983.6,2288375874.0
